logits,hallucination_scores
[-0.19646333 -1.4901862   0.350496  ],0.7897226
[-1.0841266  1.607977  -3.5051913],0.18842694
[-1.5490611  1.8934543 -3.2028253],0.112500034
[-2.613328  -1.1702307  2.586129 ],0.08964597
[ 1.174457   -0.89962876 -2.3340695 ],0.33144695
[-1.7610196  1.5876982 -2.6519494],0.13964738
[-3.443942  -1.7461108  4.399694 ],0.010580977
[ 2.2089741  0.6201967 -4.113803 ],0.38190114
[-0.39998692  1.6369271  -2.2507071 ],0.32265604
[-0.8914335 -2.582953   2.7278552],0.09671887
[ 1.5847341  -1.6792747   0.24204765],0.50137883
[-0.0225598   0.06367011  0.12716308],0.9883758
[-1.034495  -2.817858   3.4028933],0.047743365
[ 2.5812235 -2.678034  -1.2753681],0.08300315
[-0.6012707  1.9719671 -2.559634 ],0.21556051
[-1.7155293 -2.174284   3.9964132],0.02089135
[ 0.5728975  -0.66936123 -1.3353888 ],0.62083834
[ 0.1283746   0.41127655 -1.1593746 ],0.86919487
[-2.146485   -0.12271783  3.2609575 ],0.11268943
[ 0.75946784 -2.1379516  -1.5022153 ],0.33607787
[-0.91477066 -0.59926    -2.2850437 ],0.8540691
[-2.4893823 -3.0554428  3.3715212],0.017669966
[ 1.6001536 -1.515114  -1.5218806],0.21472901
[-1.8879592  2.8877423 -2.8112388],0.04175985
[-2.4126217 -1.1034554  3.561962 ],0.04229769
[ 3.2232294 -2.0695438 -3.295137 ],0.024792755
[ 0.08480024  0.7242601  -2.750581  ],0.68039423
[-2.0131865 -4.0549307  4.9185967],0.0048523853
[ 2.1581454  -3.2458048   0.00975627],0.2695995
[ 0.6589983  -0.18558335 -1.1303093 ],0.7231792
[-0.24206701 -3.1700857   2.6388571 ],0.15721959
[ 1.2896633 -3.4902525  0.5980906],0.6384994
[-1.6446674  2.052395  -2.8151686],0.09897711
[-2.148875  -4.5237803  6.148911 ],0.0011540342
[ 1.4496962  -2.846712    0.03569899],0.44857296
[-0.38652188  0.01306224 -0.21029629],0.95356846
[-1.795492   -0.06668739  0.03241019],0.89214027
[ 2.1642375 -1.6941981 -2.1899838],0.10206393
[ 0.08636079  1.1614292  -3.5778706 ],0.53026426
[-0.10639134 -5.383785    4.3751626 ],0.03917651
[ 0.60373366 -1.5164975  -0.6840741 ],0.5912336
[-2.7948284   0.7317071  -0.12551242],0.6186617
[-2.1393762 -1.4969366  2.8576002],0.064553365
[ 0.7569225  -1.2836524  -0.04121736],0.7141814
[ 0.47275734 -1.6241794   0.95088136],0.7606639
[-1.5946226 -5.4816384  6.458649 ],0.0013864808
[ 1.2983699  0.5607412 -1.6249232],0.6753977
[-1.0683367  2.4376204 -2.1974356],0.11680815
[-0.9931916 -2.2084339  3.7131524],0.04157583
[ 0.2082741 -1.2711258 -1.8095576],0.5588689
[-3.234737   3.0515566 -2.365614 ],0.024095843
[ 0.5264113 -4.5496235  2.0191436],0.40454364
[ 1.65865    -0.25908595 -1.9595176 ],0.3563456
[-1.5413612   1.8096416  -0.78241014],0.2582938
[ 0.1240632 -2.6400454  1.8644161],0.36651835
[ 1.8868     -2.9274166  -0.43000573],0.24873348
[-1.5830158   0.75318027 -0.09474075],0.6804814
[ 1.4967958  -3.7120056   0.83752126],0.6433099
[ 1.5317882 -0.8159429 -1.4004432],0.3202237
[-0.4880525   0.83853984 -1.169303  ],0.5927663
[ 1.2970287 -4.5341287  2.7227557],0.41968787
[ 1.7594751  -0.60896933 -2.9595625 ],0.24216036
[-1.8694516  3.2693639 -3.082758 ],0.028480388
[-2.1215892 -1.8143656  2.5717435],0.06962034
[ 3.3048522 -2.082951  -2.3791883],0.02941685
[ 0.37987697  0.31749955 -2.252786  ],0.8592377
[-2.8087475 -1.8765485  4.756937 ],0.0078704255
[ 4.228933  -4.6822243 -0.7009544],0.026951248
[-2.6534956  0.4159712  1.1480558],0.6451954
[-0.83072877 -0.7460618   0.57165605],0.65668833
[ 1.6636093 -2.8895555 -0.6587626],0.25311923
[-0.99659365  0.7103405  -1.5832149 ],0.4860261
[ 0.48821935 -2.9016826   0.25283659],0.79107356
[ 1.6235807   0.08308073 -1.8367788 ],0.44487828
[ 0.11360766  1.3985152  -0.63974017],0.5992399
[-2.185947 -3.988612  6.4467  ],0.0008431709
[-0.31243044  0.3364856  -0.8746765 ],0.8166473
[-1.3657485  2.6335554 -2.6466088],0.07524359
[-2.496085  -3.1437907  4.832468 ],0.004434297
[ 2.0310664 -1.0319161 -2.1290689],0.16784188
[-0.31804502  1.3008468  -2.099061  ],0.4296072
[-1.0101805 -0.8166672  1.1755589],0.44385383
[ 1.0833799  -2.4881806  -0.49345288],0.43174207
[-1.3048656  0.7301862 -0.7471793],0.5576204
[-0.6049658  -1.0687475  -0.42184404],0.9496552
[ 0.5095693   0.28976694 -2.742793  ],0.7990793
[-0.79756767  0.5491971  -1.7873628 ],0.5594366
[ 0.25836354 -2.7432294   0.73631525],0.72441787
[-0.37253433 -0.64833355 -0.68344706],0.94719243
[-0.6570346 -0.1208708 -1.2604243],0.8465701
[-0.20273855 -0.35005963 -0.751314  ],0.961059
[ 1.3409638  -2.817375   -0.23601794],0.41221708
[-0.77575934  0.21994734 -0.98848766],0.7428323
[-2.3164523 -4.20473    6.2467184],0.0009037406
[ 1.4567274  0.5892148 -4.1747284],0.57996225
[-1.428167   0.4928991 -1.3437421],0.49959457
[-1.7122403 -5.3785253  5.8918824],0.002243681
[ 2.4157584 -1.6458644 -1.8249091],0.09540379
[-1.2707113   1.2582954  -0.24359103],0.50919914
[-1.5054718 -0.7021811  1.0981954],0.4407853
[ 1.7822899 -2.5831695 -1.3754029],0.15242952
[-1.4576182  -0.48840126 -0.64318377],0.93617535
[-1.397841  -2.5388362  2.49551  ],0.084539965
[ 2.727055  -2.6399393 -0.8862986],0.09637046
[-0.02164367  1.9627682  -3.0943656 ],0.30533612
[-0.9006687 -0.4141153  1.0025232],0.58343554
[ 1.9223444 -0.3630806 -3.0946786],0.25056124
[-1.8462225  1.1805311 -0.9619584],0.3466278
[-1.4174725  0.428724  -0.3090272],0.74386525
[-0.00293273 -0.5577296  -0.7460554 ],0.87216544
[-1.4983305 -0.2727499  0.7791473],0.63399726
[-1.862005   -0.52498746  1.2358214 ],0.414625
[ 0.14032748 -0.5453118  -0.8908799 ],0.8237471
[ 2.2366455  1.1792974 -4.3320026],0.521267
[ 0.41490108 -2.589637    1.2581586 ],0.6129095
[ 0.7486037  -1.1310436  -0.90815026],0.53743535
[-0.9200678  1.0065408 -0.9353182],0.48156515
[-1.9224988  -0.32452464  1.3268961 ],0.42973626
[ 1.9655993  -0.37683642 -2.9702365 ],0.24241388
[-0.9429195  1.2055535 -3.2522683],0.28526616
[ 0.1442895  -1.4410831   0.66555905],0.77741456
[ 1.0102843  -0.75580907 -2.1363547 ],0.41069484
[-0.7593231  -0.14904986 -1.0038682 ],0.8530906
[-3.6492467 -1.4095827  3.0995343],0.04258118
[ 4.187156   -4.0376225  -0.76134247],0.027100535
[ 0.16066152  1.8204582  -3.9142287 ],0.36853626
[-1.7998657 -1.1856431  3.2691946],0.05973709
[ 1.547496  -1.1568592 -1.3128498],0.2776781
[ 0.8746294  2.7396305 -4.755088 ],0.31536698
[-0.26987892 -2.6255271   1.3479177 ],0.40796605
[ 1.8432393 -2.3688958 -2.0278072],0.105859
[-1.1617556   0.34316996 -0.7242703 ],0.6984978
[-2.8103662 -4.323331   6.162411 ],0.0005785599
[ 0.63258535  0.486196   -2.0457466 ],0.83782995
[-0.2540321  1.8557289 -1.9540685],0.31205076
[-0.7928001   0.10457303 -0.28337842],0.89497435
[ 2.7492795  -1.9059709  -0.61343426],0.12725548
[-0.33296138  1.3804858  -1.1506219 ],0.46406084
[-0.58853567 -0.39020282  0.8533463 ],0.66752994
[ 0.83827317 -0.6336762  -1.0128992 ],0.57720315
[-0.8488685   0.40260386 -0.5964777 ],0.73795336
[ 0.6505634  -2.46855     0.10511447],0.71848303
[ 1.157463   -0.45309898 -2.0511596 ],0.4409561
[ 2.392368   0.2369598 -3.2083395],0.26631516
[-1.5314976  0.1525307  1.171772 ],0.61328095
[ 2.148397   -2.439162   -0.42974308],0.21358167
[ 1.1693956 -1.6650543 -1.032936 ],0.35032594
[-1.0219039 -2.7024987  3.0879667],0.06413162
[ 1.5872196  -2.2945926  -0.34213874],0.3437869
[-0.5598809  0.9649583 -1.2226679],0.53315943
[-2.54117    -0.11612698  2.3892245 ],0.21726704
[ 3.3039515 -2.761373  -2.5842695],0.019720692
[ 0.7112565   0.76266074 -3.0140543 ],0.82785857
[-0.5166738 -0.9727365  1.216748 ],0.4906955
[ 1.237705  -2.3890128  0.4325647],0.6298275
[ 0.1076962  2.251278  -2.024255 ],0.2907744
[-3.1422546   0.11332338  3.4534655 ],0.106960736
[ 2.9904954 -1.7524551 -3.5131109],0.036733497
[-1.7016643  1.1565635 -2.911219 ],0.1928218
[-1.3620137 -4.0450444  5.0866475],0.007208904
[ 2.7145207 -3.3307917 -1.4025496],0.06168856
[-0.5395963   0.31264707 -2.0452394 ],0.67791736
[-3.5022902 -0.7380018  2.3432982],0.13532528
[ 0.35095367 -2.0760179   0.39407796],0.87056863
[-0.11974641  0.5247046  -1.4011312 ],0.76014435
[-0.02713589  0.4123259  -1.296591  ],0.8243753
[ 0.26486635  2.0026417  -3.036466  ],0.3579027
[-2.4235973  3.1404865 -1.3226056],0.052542042
[ 1.14818   -1.1187955 -0.7625361],0.4499574
[ 1.0402411  -3.181516   -0.14576598],0.5095464
[-2.1865807   0.53668976 -0.2473648 ],0.6732625
[ 0.3766725 -2.7794576  1.1369087],0.6343932
[ 2.7129848 -2.5818813 -2.4566953],0.037891608
[ 0.63151145 -0.16430853 -1.1453139 ],0.7357095
[-0.30409098 -2.5625436   2.0270545 ],0.25087747
[ 0.868122  -1.3179077 -0.9305277],0.47857583
[-1.1079782   0.9979372  -0.68289006],0.509201
[-0.41981292 -2.612144    2.437848  ],0.16895922
[ 0.8329289  1.1058425 -3.4091468],0.75913763
[-0.9131004  1.6136065 -2.4065912],0.2369393
[-2.2712512 -3.8087308  5.904497 ],0.0014978979
[ 2.1654594 -1.0561626 -2.9980233],0.12976925
[-0.16817865  1.2762891  -2.8677485 ],0.4446779
[-2.080624 -4.618051  6.469118],0.00084304117
[ 1.8316445 -1.5083281 -1.4528193],0.18567543
[ 1.3748455   0.46810973 -3.3863919 ],0.5772258
[-1.200111  -5.6862326  5.9376254],0.003508227
[ 1.0643632  -3.242526    0.73212016],0.746011
[-1.9954239  1.22244   -1.1130744],0.30302003
[-1.0558655 -1.9295883  2.4873507],0.11975615
[ 1.1141635 -1.1024301 -1.0685372],0.4096142
[-1.1915202  2.1125515 -1.8266951],0.15401323
[-2.0360312  -0.38365573  1.8001765 ],0.29787323
[ 0.68897414 -0.06544642 -1.7140434 ],0.69980514
[-1.042441   1.3394834 -1.5146646],0.32100922
[-0.7567605 -5.347142   6.2648053],0.0039215847
[ 2.0543594 -1.5433542 -0.9023216],0.20180668
[ 1.5427544  0.990319  -2.9191818],0.6824932
[-2.1173499 -4.288858   6.1922197],0.0011660217
[ 0.02961173 -1.483083   -1.0976372 ],0.68477285
[-2.128274   1.0998821 -1.8028239],0.22861348
[-1.5583087 -2.416176   1.3616145],0.19730404
[ 2.4805293  -3.3578622  -0.99850833],0.10083964
[-1.0408258  0.9014002 -1.6393521],0.41908082
[-2.540494  -2.4150553  3.7973158],0.015043346
[ 2.356998  -2.0305932 -2.234789 ],0.07201174
[-0.1423603  -0.64979136 -1.5408833 ],0.8324709
[-2.055814  -1.3254983  2.7226937],0.08166756
[ 1.0383621  0.5536493 -3.217334 ],0.7048152
[ 0.01659907  0.843109   -2.91428   ],0.6200502
[-2.073669  -1.5223371  2.0608609],0.12586045
[ 0.7140617  -0.07087395 -1.3012019 ],0.71933013
[ 0.2993295  -0.3936851  -0.22165103],0.88215303
[ 1.0471064   0.51497126 -1.9546136 ],0.72673863
[ 0.10400872  0.8221166  -1.4999974 ],0.7142393
[-1.9110487  2.574149  -1.6590552],0.08066469
[-2.0897405   1.2337726   0.17776668],0.57242143
[ 0.20158084  0.52593756 -2.876198  ],0.7676847
[-0.02240714  2.5496783  -4.8224053 ],0.18975902
[-2.0902452  -0.83957756  1.4865593 ],0.28522998
[ 0.56741124 -0.44420025 -2.2297664 ],0.6097615
[-0.14177392  0.7156315  -2.7528386 ],0.6205971
[-1.9057487 -2.5338845  2.7510068],0.05003686
[ 1.0106907 -1.0118052 -1.2628452],0.42974147
[-1.5464578   0.44401863 -0.87997913],0.5949673
[ 0.81239045 -2.3127925   0.0936276 ],0.6715075
[ 2.4246764  -0.78471506 -3.1829426 ],0.12530403
[-0.512552   -0.24095684 -2.0958166 ],0.85267234
[-1.021894   0.8162005 -1.155923 ],0.49368104
[ 1.2851174   0.31594616 -2.361814  ],0.5839977
[-0.85382175  2.0940597  -2.3559124 ],0.17123276
[-1.345149  -2.3387287  3.0132   ],0.058865085
[ 0.31887597 -0.7984004  -0.71509147],0.7437979
[-2.3165112   1.5278782  -0.06650953],0.41754466
[ 2.4883175 -1.9497235 -1.8926809],0.07634775
[ 1.2720586   0.39597666 -2.7498548 ],0.5993652
[-0.9270044  2.198527  -2.4433994],0.14841667
[-1.059557  -1.467369   1.4682819],0.29426086
[ 1.6330047 -1.1734048 -2.7343154],0.18955974
[-1.1474313  1.130599  -2.507611 ],0.29016006
[-1.5926566 -1.1400901  1.1773406],0.33726925
[ 2.7555275 -1.3990376 -3.2754707],0.060129106
[ 0.08770007  0.85357714 -2.6210623 ],0.6455593
[-0.9207586 -2.84209    2.034043 ],0.1610257
[ 0.39137626  2.3000915  -3.3175871 ],0.31441718
[-0.44082147  2.3529327  -2.592576  ],0.17831385
[-1.6687219   0.29022974  1.060682  ],0.6765034
[ 3.5512137 -3.2516463 -2.1738613],0.017402804
[-1.654835   1.0883428 -1.3562891],0.3209341
[-2.358915  -2.912191   4.2157917],0.009275675
[ 2.8986702 -1.0713748 -2.2658782],0.07841782
[-0.42708522  1.1909546  -1.68627   ],0.4588076
[-0.3434114  -0.01526259  0.2909598 ],0.92720836
[-0.93812734  0.71328926  0.68962795],0.9183544
[-0.720263  -3.4098256  4.5036783],0.02191781
[-0.8140898  -0.3735838   0.31258827],0.815714
[ 2.3112154 -3.2831793 -1.2597848],0.096577905
[-1.6062919  1.1700505 -1.615692 ],0.2754693
[-3.9330828 -2.6913724  6.2144556],0.00068141246
[ 0.9949039 -1.2749741 -1.0652045],0.42377788
[-1.3288211  1.1511137 -1.5062996],0.32342824
[-1.9504015  -0.27338725  1.3733732 ],0.4270091
[ 0.67229337 -0.03527465 -2.0026956 ],0.69593227
[-1.001482   1.7662051 -2.2083614],0.20684764
[-0.540948  -3.1304927  3.9234428],0.042979456
[ 2.4313145  -0.23718104 -2.4961908 ],0.1945293
[-0.79031557  2.410208   -2.3952374 ],0.13791591
[ 0.75331736 -7.602923    7.2171903 ],0.006566191
[ 0.69436044 -1.6567186   0.25811893],0.7833693
[-0.5952227  1.7616751 -2.4785008],0.25554243
[-0.6621319 -5.0496697  5.0259566],0.013604839
[ 1.2109876   0.13547888 -4.0048566 ],0.5243224
[-0.18539414 -0.9625765  -1.042491  ],0.8192174
[-2.1962736 -0.3320129  0.8801791],0.5432749
[ 1.2358798  2.1412795 -3.5549493],0.56864494
[ 0.9673095  2.9993699 -3.8325026],0.28262237
[-2.165108  -2.9748466  5.522938 ],0.0029694273
[ 1.2363676 -1.5892497 -1.7589614],0.25322518
[-0.6488865  1.4166344 -1.9473146],0.3402258
[ 1.6441932 -4.9583497  1.7066557],0.8020211
[ 1.0012157  -0.01214815 -2.3125987 ],0.5841828
[-0.93895864  1.3147514  -1.627772  ],0.33406562
[-1.2897006 -4.1121535  5.0814567],0.007676711
[ 3.6998706 -3.7741795 -1.5891514],0.021577418
[-1.433636   1.2650243 -1.5632255],0.28096354
[-1.3493518 -5.0758805  6.1580834],0.002470722
[ 1.4975954 -0.6101012 -2.7102616],0.299195
[-0.36643207  1.5784316  -3.1526077 ],0.3185776
[-0.47131467 -2.5469637   1.2267349 ],0.39647132
[ 0.00151845  0.34177846 -0.9679621 ],0.8754136
[ 0.14926091  0.18415016 -1.7227486 ],0.901023
[-1.920904   -0.15473239  2.1056602 ],0.27797174
[ 0.2464624  0.8975898 -2.995044 ],0.6655742
[-1.3296303  3.593586  -4.5323567],0.027797764
[-3.2931402 -2.910014   4.4839153],0.004562602
[-0.31728792 -0.6215807  -0.93635607],0.92840654
[-0.11630547  0.6445216  -2.3434415 ],0.66617554
[-0.8826191  -1.189634   -0.19006766],0.82490027
[ 1.0569787  -1.0962284  -0.80791956],0.4696411
[-0.36565423  1.7923547  -1.9088764 ],0.30779648
[-1.2683308 -4.3066444  4.7320156],0.01066945
[ 0.9410006   0.69167554 -2.0392618 ],0.80083555
[-0.24627697  1.6298807  -1.6150635 ],0.38273445
[-4.1809044 -0.9586446  5.6509066],0.006016723
[ 1.9656237  -2.7575772  -0.51998967],0.22402109
[-0.8541829  -0.36141172  0.5108286 ],0.75450575
[-0.7938327 -1.0931574  2.2648444],0.2046732
[ 1.786444    0.54566705 -3.9828818 ],0.4743209
[-1.5693207  2.3832421 -1.6471224],0.10813494
[-2.2618628  -0.06368104  1.2805135 ],0.48902464
[ 3.3973465 -5.8107276  1.475009 ],0.30166858
[ 0.37194636  0.92643225 -3.8850799 ],0.6773215
[-2.1267366 -3.2804224  3.7588012],0.014808012
[ 1.9845736 -1.6453109 -1.8010426],0.136771
[-2.0840225  1.7037072 -1.6579077],0.1557855
[-1.1205643  -0.25387526 -0.42564985],0.93928456
[ 0.7732177  0.4717439 -2.78208  ],0.76946616
[-1.3142918  1.0298342 -1.006788 ],0.4203792
[-2.0075083 -2.2145364  3.898251 ],0.019196268
[ 1.1767156 -1.2065681 -1.3803421],0.34594396
[-1.5877677  1.7091078 -1.207283 ],0.2228175
[-1.2640271 -0.9429376  0.5173198],0.5869007
[ 0.5363578   0.24867171 -1.9397955 ],0.8132028
[ 0.43843332  1.3169932  -3.1961336 ],0.58892804
[-0.85675687 -4.970188    5.1940017 ],0.009830229
[ 0.4427063  -0.35042948 -1.0862123 ],0.7574635
[-0.3905181  1.9111698 -2.3794892],0.2630654
[ 0.97444385 -1.1430389  -0.25128156],0.60566914
[ 1.4932557  0.4162019 -3.5944939],0.5252453
[-1.3377876  3.1321776 -2.9680138],0.047446296
[-1.2883283 -4.7213326  6.1924357],0.0025637015
[ 2.5355327 -0.6046989 -4.201556 ],0.124273546
[-0.13524266  0.25901318 -2.8023415 ],0.7607183
[-0.8004883 -2.1894462  0.5682791],0.5234099
[ 2.2071373 -3.653037  -0.6946387],0.1543999
[-1.520096   1.8706193 -2.670397 ],0.12776938
[-4.230474    0.01272148  3.9159179 ],0.06506478
[ 1.0978122  -0.15277776 -1.8171905 ],0.5424114
[-1.8895314  1.2388878 -1.091178 ],0.30944717
[-1.252617  -4.272924   4.0749764],0.01959743
[ 0.2997877   0.17550187 -1.4861925 ],0.8893327
[-1.2075143  0.7482356 -0.0204889],0.72783995
[-1.4456967  -0.41226622  1.256506  ],0.46004903
[ 0.01978519 -0.2375426   0.54023063],0.87662876
[-0.07190548 -0.16382585  0.8442343 ],0.77810585
[-0.52577657 -1.8151339   2.076897  ],0.23112375
[ 3.7289977 -3.0635579 -1.2910272],0.028761372
[-0.7882781  1.4580307 -1.31173  ],0.34829757
[-0.1951209 -3.4331899  3.6915317],0.067919165
[ 2.5835514 -2.377252  -1.492797 ],0.07673141
[-0.2785549 -0.2651639 -1.3159342],0.9577044
[ 1.6440428 -3.2858791  0.6316144],0.5451727
[ 2.1776705 -2.285485  -1.2623228],0.12599137
[-0.66359514  0.35776624  0.27921143],0.94739854
[ 0.23639178 -1.7464621  -0.38925186],0.76052034
[ 0.8229521   0.24512449 -1.6686661 ],0.7396875
[ 0.23990126  1.4577954  -2.2375882 ],0.5157895
[-1.2027798 -3.8442204  4.1177607],0.02017904
[ 1.5924829  0.5639732 -2.9706242],0.5459475
[-2.3558896   1.8537717  -0.38070172],0.2766466
[-0.7169903 -0.9977807  1.6882197],0.33134326
[-0.12437274 -0.15198384 -1.4588189 ],0.93731546
[-0.93794864  1.3355877  -2.0303466 ],0.30434084
[-1.6594096  -0.6774163   0.76607364],0.53035766
[-1.6061871   0.56999314 -0.81399703],0.56470674
[-2.4817052  1.9167614 -1.7795364],0.11020334
[-1.3753047 -1.8306025  2.333656 ],0.116771445
[ 0.97906625  0.06160532 -2.0981548 ],0.6201252
[-0.12486482  1.7433121  -2.208893  ],0.35381812
[-2.8311005  -0.54015017  2.9895015 ],0.09729475
[ 0.7777244  -1.7304609  -0.44981864],0.57429004
[-2.239531    1.6368393  -0.87149125],0.2448655
[-0.60678005 -4.261004    3.7136252 ],0.046213627
[ 0.68217975  0.37895665 -3.260272  ],0.7601856
[-1.4933165  -0.26939172 -0.8122906 ],0.83848435
[-1.9011327 -2.605956   2.9474323],0.041481573
[ 1.5061      0.37111506 -3.5236974 ],0.5098784
[ 1.6559393   0.24465075 -3.912501  ],0.43087512
[-0.23291972 -1.2171583   0.91776764],0.62166536
[ 2.7255497  -3.289058   -0.84728926],0.09266935
[ 0.08255654  0.64948845 -2.7521026 ],0.70263124
[-1.8411803 -2.0594041  1.9145672],0.12101843
[ 1.258336   -0.95949626 -2.158001  ],0.31084937
[-2.69435     1.1358522  -0.17693482],0.48685634
[ 1.1490561 -1.0840173 -0.2588516],0.55439794
[ 1.5240016 -1.0564599 -1.7803767],0.26255167
[ 0.44321957  0.8836911  -2.460526  ],0.73868066
[-1.2312502 -1.3750403  1.4455997],0.2842149
[ 1.12503   -2.5236013 -1.4467287],0.24565707
[-1.3358326  0.5914743 -2.3199837],0.3932951
[-2.1228      0.29090053  0.9927112 ],0.67649263
[ 0.23886684 -1.5776159  -0.29443514],0.7947192
[-0.19510555 -1.1191862  -0.44977373],0.9196669
[-1.3045272 -1.6509336  1.6682756],0.21555804
[ 0.8506563  -2.482562   -0.86580104],0.4112789
[-1.3630223   0.65546834 -1.2155224 ],0.48275253
[-1.0626986   0.49153778 -1.0836519 ],0.59108233
[ 0.3264525   0.16291896 -1.4411355 ],0.88206637
[-1.5793376   0.91079855 -0.32563943],0.5734569
[-0.94303334 -1.986355    2.7541504 ],0.10159419
[ 1.2194761 -1.198795  -0.9941445],0.38436195
[-1.2220942   0.99059784 -0.8719677 ],0.4640628
[-2.367011  -4.743564   6.6631985],0.00045088318
[ 1.2214742 -3.057405   1.590991 ],0.73116744
[-0.457026    0.92284846 -0.76856524],0.6129161
[-0.74613774 -1.2450947   1.0866616 ],0.4581121
[ 0.8633677 -0.850742  -0.6188209],0.58965623
[-1.0731306   1.0842922  -0.68382823],0.4871955
[-1.0997552 -1.0860701  1.202817 ],0.38456815
[ 1.0693985   0.15926696 -3.1281574 ],0.58590084
[-0.6819643  0.9791049 -1.7958506],0.45645764
[-2.6385198 -3.8884103  5.382722 ],0.0018799014
[ 1.427439  -2.14503   -1.3095763],0.22796743
[-2.631372    0.19216453 -0.84925395],0.600579
[-1.1466831 -6.784577   7.789722 ],0.00044593064
[ 1.5023828 -4.3912535  2.3156035],0.59098744
[-0.47023904 -0.86502254  0.10858668],0.8505264
[-2.7415636 -1.3251625  3.5464385],0.034651175
[ 2.3842285  -4.5918345   0.07991855],0.23244901
[-1.1779718  -0.389709   -0.48865283],0.9574951
[-2.538694  -5.2482104  6.9747086],0.00017534275
[ 1.1671131 -1.8655937 -0.6376176],0.4095058
[-1.5747081   0.60468614 -1.3587995 ],0.4494574
[ 0.14896402 -2.615739    0.9603774 ],0.62967235
[ 4.214054  -3.255284  -2.0160224],0.010628724
[ 1.802058  -0.8702005 -1.8926381],0.23025443
[-0.0296923 -5.9921217  5.8551126],0.011234084
[ 1.96124   -1.3458325 -2.0291529],0.151764
[ 0.12813568  1.900836   -4.3222523 ],0.33962327
[-2.9819765  -0.04328756  1.7971096 ],0.33945006
[ 2.2471495  -0.62428725 -4.217873  ],0.15402666
[-2.659054   1.983733  -0.5905858],0.21289465
[-2.0719736 -2.3277934  3.315442 ],0.029851662
[ 0.8489388 -1.4056222 -1.5058802],0.38434103
[-2.2613971   1.4402586  -0.83715373],0.28748497
[-3.1064873   1.6143057   0.63466907],0.5571857
[ 0.63965213 -1.2775669   0.03903013],0.7713274
[-1.7697313  2.280254  -1.5124632],0.115940705
[-0.93614733 -1.7681986   1.7967577 ],0.228845
[ 2.3666723 -1.8532869 -2.6215162],0.06996036
[-2.7384782  1.6423331 -2.1083314],0.10741405
[-3.277641  -2.199304   4.8100605],0.0053336457
[ 1.6968262  -0.66541314 -3.062151  ],0.24237412
[-0.99328977  1.6220136  -2.3914804 ],0.22491205
[-2.1903343  0.7618183  0.1735759],0.7139329
[ 2.716472  -2.4089754 -1.7129574],0.05967216
[ 0.31109607 -0.7312232  -0.6956174 ],0.7565571
[-0.7433478 -5.2568927  5.916846 ],0.005543311
[ 0.24993002 -0.8236606  -0.66460335],0.772439
[-0.07822881 -0.8573692  -0.14354812],0.96414065
[-3.456602  -0.7785945  3.222233 ],0.06356413
[ 0.17061976  0.89616597 -2.2214422 ],0.6699883
[-2.297787   2.9971917 -1.4112426],0.057839055
[-0.9385023 -0.465263   0.4961428],0.72845685
[ 2.2336333 -3.2336895 -1.0309176],0.12192666
[-0.9790895  1.0421162 -2.2671974],0.3512874
[-2.4031456  -0.76360595  1.6052505 ],0.26097858
[ 1.4994292 -1.5317091 -0.9604447],0.2967483
[ 1.5707191  1.3767533 -3.2530775],0.7767532
[-2.6759303 -1.1871423  4.258953 ],0.020591825
[ 2.38388   -3.1850693 -1.5568435],0.07458548
[-1.6561724   0.32196596 -0.885     ],0.62232256
[-1.1379077 -2.230282   1.3735167],0.25614917
[ 0.36958122 -1.2760174  -1.3922817 ],0.55254805
[-1.4896226   0.67035806 -0.7603925 ],0.55588305
[ 0.65133685 -1.9393446   0.05821234],0.7302824
[ 1.2980651   0.97090757 -3.7991812 ],0.7383535
[ 0.63302416  1.0551777  -2.7977555 ],0.72995913
[-0.13310091 -2.214949    1.0465486 ],0.542707
[ 1.9523911  -0.36418772 -2.532916  ],0.25563616
[-1.8921263  1.2889276 -0.5990542],0.3839667
[-1.2972635  -0.90354466  1.0525084 ],0.4338514
[ 3.6525793 -1.9211878 -4.4390054],0.016234625
[-0.36479843  0.66100025 -2.4396791 ],0.5902879
[-0.9575895 -2.0541623  1.8380569],0.20665266
[ 2.1795137  -3.4584343  -0.06923544],0.24934678
[-0.1104774  -0.40666324 -1.3216083 ],0.89172006
[-0.6969312  -0.6535468  -0.43663055],0.95927274
[ 2.6947777  -3.3742974  -0.32436475],0.13999125
[-1.500221   2.8707733 -1.9513693],0.06734018
[-0.8404391  0.4361966  0.7694716],0.8553915
[ 1.444859   -0.13791476 -0.6439802 ],0.5305145
[-0.6459313  2.164043  -1.6742551],0.2071442
[ 1.5730768  -1.9796078  -0.18070678],0.3930665
[ 1.9524667  -0.08274826 -2.9497662 ],0.29770696
[ 1.1474421  1.9800475 -4.3359313],0.5865929
[-2.003356  -3.846336   5.1594744],0.003988167
[ 0.5448862 -4.723946   3.296629 ],0.16445583
[-0.08309807  0.4519526  -2.6603265 ],0.7215319
[ 0.615841  -5.1707745  3.359569 ],0.16496801
[ 0.89208984 -1.234874   -2.2004478 ],0.34501827
[-0.62972945  0.62989473 -1.6864029 ],0.5812357
[-1.4712205 -0.8138802  1.6310701],0.2940279
[ 2.656575  -1.4493315 -2.6072822],0.07043268
[-0.32518193  2.0399194  -3.1094432 ],0.2354839
[-0.6750771 -1.2782394  0.9956562],0.49508134
[-0.50491995  1.3490877  -2.3054953 ],0.36772037
